25.00,101714,3.600000
25.31,101761,3.599075
25.63,101807,3.596307
25.94,101853,3.591711
26.24,101898,3.585317
26.55,101941,3.577164
26.84,101984,3.567302
27.13,102025,3.555792
27.41,102066,3.542705
27.68,102104,3.528122
27.94,102142,3.512132
28.19,102178,3.494834
28.42,102213,3.476336
28.64,102246,3.456750
28.85,102277,3.436197
29.05,102307,3.414805
29.22,102335,3.392705
29.38,102361,3.370034
29.52,102386,3.346930
29.65,102408,3.323538
29.76,102429,3.300000
29.84,102448,3.276462
29.91,102464,3.253070
29.96,102479,3.229966
29.99,102492,3.207295
30.00,102503,3.185195
29.99,102511,3.163803
29.96,102518,3.143250
29.91,102522,3.123664
29.84,102525,3.105166
29.76,102525,3.087868
29.65,102523,3.071878
29.52,102519,3.057295
29.38,102513,3.044208
29.22,102505,3.032698
29.05,102495,3.022836
28.85,102482,3.014683
28.64,102468,3.008289
28.42,102452,3.003693
28.19,102434,3.000925
27.94,102413,3.000000
27.68,102391,3.000925
27.41,102367,3.003693
27.13,102341,3.008289
26.84,102314,3.014683
26.55,102285,3.022836
26.24,102254,3.032698
25.94,102221,3.044208
25.63,102187,3.057295
25.31,102151,3.071878
25.00,102114,3.087868
24.69,102075,3.105166
24.37,102035,3.123664
24.06,101994,3.143250
23.76,101952,3.163803
23.45,101908,3.185195
23.16,101864,3.207295
22.87,101819,3.229966
22.59,101772,3.253070
22.32,101725,3.276462
22.06,101678,3.300000
21.81,101629,3.323538
21.58,101580,3.346930
21.36,101531,3.370034
21.15,101481,3.392705
20.95,101432,3.414805
20.78,101381,3.436197
20.62,101331,3.456750
20.48,101281,3.476336
20.35,101231,3.494834
20.24,101181,3.512132
20.16,101131,3.528122
20.09,101081,3.542705
20.04,101033,3.555792
20.01,100984,3.567302
20.00,100936,3.577164
20.01,100889,3.585317
20.04,100843,3.591711
20.09,100797,3.596307
20.16,100752,3.599075
20.24,100709,3.600000
20.35,100666,3.599075
20.48,100625,3.596307
20.62,100584,3.591711
20.78,100546,3.585317
20.95,100508,3.577164
21.15,100472,3.567302
21.36,100437,3.555792
21.58,100404,3.542705
21.81,100373,3.528122
22.06,100343,3.512132
22.32,100315,3.494834
22.59,100289,3.476336
22.87,100264,3.456750
23.16,100242,3.436197
23.45,100221,3.414805
23.76,100202,3.392705
24.06,100186,3.370034
24.37,100171,3.346930
24.69,100158,3.323538
25.00,100147,3.300000
25.31,100139,3.276462
25.63,100132,3.253070
25.94,100128,3.229966
26.24,100125,3.207295
26.55,100125,3.185195
26.84,100127,3.163803
27.13,100131,3.143250
27.41,100137,3.123664
27.68,100145,3.105166
27.94,100155,3.087868
28.19,100168,3.071878
28.42,100182,3.057295
28.64,100198,3.044208
28.85,100216,3.032698
29.05,100237,3.022836
29.22,100259,3.014683
29.38,100283,3.008289
29.52,100309,3.003693
29.65,100336,3.000925
29.76,100365,3.000000
29.84,100396,3.000925
29.91,100429,3.003693
29.96,100463,3.008289
29.99,100499,3.014683
30.00,100536,3.022836
29.99,100575,3.032698
29.96,100615,3.044208
29.91,100656,3.057295
29.84,100698,3.071878
29.76,100742,3.087868
29.65,100786,3.105166
29.52,100831,3.123664
29.38,100878,3.143250
29.22,100925,3.163803
29.05,100972,3.185195
28.85,101021,3.207295
28.64,101070,3.229966
28.42,101119,3.253070
28.19,101169,3.276462
27.94,101218,3.300000
27.68,101269,3.323538
27.41,101319,3.346930
27.13,101369,3.370034
26.84,101419,3.392705
26.55,101469,3.414805
26.24,101519,3.436197
25.94,101569,3.456750
25.63,101617,3.476336
25.31,101666,3.494834
25.00,101714,3.512132
24.69,101761,3.528122
24.37,101807,3.542705
24.06,101853,3.555792
23.76,101898,3.567302
23.45,101941,3.577164
23.16,101984,3.585317
22.87,102025,3.591711
22.59,102066,3.596307
22.32,102104,3.599075
22.06,102142,3.600000
21.81,102178,3.599075
21.58,102213,3.596307
21.36,102246,3.591711
21.15,102277,3.585317
20.95,102307,3.577164
20.78,102335,3.567302
20.62,102361,3.555792
20.48,102386,3.542705
20.35,102408,3.528122
20.24,102429,3.512132
20.16,102448,3.494834
20.09,102464,3.476336
20.04,102479,3.456750
20.01,102492,3.436197
20.00,102503,3.414805
20.01,102511,3.392705
20.04,102518,3.370034
20.09,102522,3.346930
20.16,102525,3.323538
20.24,102525,3.300000
20.35,102523,3.276462
20.48,102519,3.253070
20.62,102513,3.229966
20.78,102505,3.207295
20.95,102495,3.185195
21.15,102482,3.163803
21.36,102468,3.143250
21.58,102452,3.123664
21.81,102434,3.105166
22.06,102413,3.087868
22.32,102391,3.071878
22.59,102367,3.057295
22.87,102341,3.044208
23.16,102314,3.032698
23.45,102285,3.022836
23.76,102254,3.014683
24.06,102221,3.008289
24.37,102187,3.003693
24.69,102151,3.000925
25.00,102114,3.000000
25.31,102075,3.000925
25.63,102035,3.003693
25.94,101994,3.008289
26.24,101952,3.014683
26.55,101908,3.022836
26.84,101864,3.032698
27.13,101819,3.044208
27.41,101772,3.057295
27.68,101725,3.071878
27.94,101678,3.087868
28.19,101629,3.105166
28.42,101580,3.123664
28.64,101531,3.143250
28.85,101481,3.163803
29.05,101432,3.185195
29.22,101381,3.207295
29.38,101331,3.229966
29.52,101281,3.253070
29.65,101231,3.276462
29.76,101181,3.300000
29.84,101131,3.323538
29.91,101081,3.346930
29.96,101033,3.370034
29.99,100984,3.392705
30.00,100936,3.414805
29.99,100889,3.436197
29.96,100843,3.456750
29.91,100797,3.476336
29.84,100752,3.494834
29.76,100709,3.512132
29.65,100666,3.528122
29.52,100625,3.542705
29.38,100584,3.555792
29.22,100546,3.567302
29.05,100508,3.577164
28.85,100472,3.585317
28.64,100437,3.591711
28.42,100404,3.596307
28.19,100373,3.599075
27.94,100343,3.600000
27.68,100315,3.599075
27.41,100289,3.596307
27.13,100264,3.591711
26.84,100242,3.585317
26.55,100221,3.577164
26.24,100202,3.567302
25.94,100186,3.555792
25.63,100171,3.542705
25.31,100158,3.528122
25.00,100147,3.512132
24.69,100139,3.494834
24.37,100132,3.476336
24.06,100128,3.456750
23.76,100125,3.436197
23.45,100125,3.414805
23.16,100127,3.392705
22.87,100131,3.370034
22.59,100137,3.346930
22.32,100145,3.323538
22.06,100155,3.300000
21.81,100168,3.276462
21.58,100182,3.253070
21.36,100198,3.229966
21.15,100216,3.207295
20.95,100237,3.185195
20.78,100259,3.163803
20.62,100283,3.143250
20.48,100309,3.123664
20.35,100336,3.105166
20.24,100365,3.087868
20.16,100396,3.071878
20.09,100429,3.057295
20.04,100463,3.044208
20.01,100499,3.032698
20.00,100536,3.022836
20.01,100575,3.014683
20.04,100615,3.008289
20.09,100656,3.003693
20.16,100698,3.000925
20.24,100742,3.000000
20.35,100786,3.000925
20.48,100831,3.003693
20.62,100878,3.008289
20.78,100925,3.014683
20.95,100972,3.022836
21.15,101021,3.032698
21.36,101070,3.044208
21.58,101119,3.057295
21.81,101169,3.071878
22.06,101218,3.087868
22.32,101269,3.105166
22.59,101319,3.123664
22.87,101369,3.143250
23.16,101419,3.163803
23.45,101469,3.185195
23.76,101519,3.207295
24.06,101569,3.229966
24.37,101617,3.253070
24.69,101666,3.276462
25.00,101714,3.300000
25.31,101761,3.323538
25.63,101807,3.346930
25.94,101853,3.370034
26.24,101898,3.392705
26.55,101941,3.414805
26.84,101984,3.436197
27.13,102025,3.456750
27.41,102066,3.476336
